Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.6749244641824,..,..,44.6274994192405,..,..,38.0612805090574,..,..,..,65.2348173798696,..,..,74.6649664777064
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2723853004235,..,..,52.2676985836301,..,..,43.0478230118406,..,..,..,57.0962488085077,..,..,62.9313926179087
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.0571617575241,..,..,53.9017616080268,..,..,55.7898130512849,..,..,..,75.8196452237579,..,..,86.4417641162173
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.8652825482259,..,..,48.9029486274912,..,..,52.2781892882782,..,..,..,79.6931868543914,..,..,88.2990052725598
Argentina,ARG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5354047251279,..,..,24.4910061858489,..,..,33.1053117819895,..,..,..,75.367146508302,..,..,84.3725875762201
Argentina,ARG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.1950490610095,..,..,..,39.6634008373896,32.5162577491589,35.7393514288717,42.827740498145,41.1077088382752,..,42.842310949952,44.8928035918505,44.0031979195012,43.7191192110151,45.7762165406002,41.6440652354868,39.8905155907983,..,..
Argentina,ARG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8602542803713,..,..,..,37.0139555417714,29.8767148485011,32.786458415296,38.1503758251134,38.5856033494624,..,37.8458417624938,39.6879891073918,38.7727308032567,39.0441857471728,39.3013378655558,36.5605192686668,34.3468530909493,..,..
Argentina,ARG,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6710900064759,..,..,..,10.9621758530044,11.3343497747445,10.4701654372292,11.3135760024038,15.3433025420385,..,9.7570434340677,9.36187610139523,9.85415555635774,11.3164002084426,17.3288836903957,12.1258917269735,12.8166668182062,..,..
Argentina,ARG,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.52159465484,..,..,..,10.8666234603501,7.14870885117433,9.28141258039511,..,..,..,0.880387915013367,13.9268151381004,12.9455399099423,11.3260519943921,20.3597546745681,8.71598692502234,14.5662160283257,..,..
Argentina,ARG,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,95.12735,..,..,..,96.62253,96.32775,..,..,..,..,..,..,..,..,..,..,..,95.45755,..,..,..,96.1759,..,..,..,..,..,100,99.7343,99.62729,99.35688,99.43632,99.45558,99.42561,99.13676,99.34854,99.52115,99.65259,99.52275,99.51247,99.13102,99.21521,99.26778,99.44548,99.7727,99.83682,99.4496,99.48052,..,..,..,..,..,..,..
Argentina,ARG,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,96.12037,..,..,..,96.32869,96.09376,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.00714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..,94.16335,..,..,..,96.91181,96.55819,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.34115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,10.2060720231131,-0.780237873990444,5.85060558020803,3.32579908207646,-0.00127877050101688,-2.1711916086963,5.61418640549327,-38.2577097024915,63.7073933372161,3.91585603784912,-6.62362944865137,-7.16838495571062,4.98327895921982,-30.9566019817701,38.267261189471,13.7860944350329,-1.2973884923873,-3.23316189368742,-12.610268426604,0.344892613238429,15.4729747161802,14.2333176734057,5.30986837294951,4.86124840289503,-4.66781750959807,6.81875340427993,7.3972920390321,3.0854265894626,-5.64704209844237,-0.949472274269354,-4.71834288579144,-11.0408797860761,11.6412102993947,-0.851999100577203,7.32452073426182,20.7447975360932,12.0530241449324,5.65919424016752,-7.50442079500611,11.5789826960197,8.81939655554378,-1.37947731948709,2.14753425992633,-3.59393203004291,5.2659875518724,-1.92741402061975,5.74437499390139,-5.60684741825986,-5.09453160471651,-7.83638320582234,12.4895557692886,..,..,..
Argentina,ARG,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,..,..,..,..,..,..,..,..,..,..,186124931642.864,205120976219.304,203520544675.342,215427729018.988,222592422453.24,222589576007.004,217756729810.907,229981998532.998,141996153166.255,232458200987.597,241560929486.445,225560828624.545,209391760119.447,219826335643.819,151775571867.452,209855926375.783,238786862563.462,235688869287.231,228068666577.773,199308595525.34,199995996148.856,230941326066.341,263811938644.539,277820005338.691,291325525911.141,277726982002.732,296664500042.647,318609639486.936,328440106020.257,309892954965.124,306950607277.816,292467625136.43,260176626231.925,290464334441.453,287989580924.515,309083437491.844,373202170817.125,418184318575.125,441850181445.212,408691884546.065,456014247137.69,496231951942.541,489386544713.445,499896288424.636,481930355597.948,507308748132.43,497530808193.095,526110843525.895,496612611278.478,471312524843.888,434378669300.084,488630635452.212,..,..,..
Argentina,ARG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,28618246128.2724,31660039477.3167,32022784369.9041,49389881397.242,67434813229.8747,49004334908.8361,46934527617.4008,51918936020.2245,52792176039.3502,61309526638.6143,67351446461.7075,68072066672.1395,71468801502.8316,88749029001.2404,67519189537.0821,75376132220.508,97618879083.8828,97003097356.258,110583378490.395,62012185532.1377,120635727962.181,166898435446.466,204024866060.271,210926349278.954,227106385135.324,223528398630.206,236983938646.198,253376657567.304,257718078198.383,240031171641.903,238399675554.473,224968752618.712,75590438007.3152,103448403705.699,124005526472.631,148938243056.375,193236491249.098,243687486346.74,305021774544.565,278180375836.102,353652788044.292,442536187080.218,454254301661.785,460395962371.796,438031034121.621,507308748132.43,473643779848.176,554002069337.642,439587197173.017,370477828048.014,327236387986.867,411983137959.54,..,..,..
Argentina,ARG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,8.48472854557072,-2.33880966033499,4.15301933051904,1.64026568891347,-1.59650569677922,-3.69051820958286,3.95484260048813,-39.2370265653965,61.1139968356909,2.27354856690702,-8.10761188102207,-8.64571464176215,3.31494558448597,-32.0473122605908,36.1098383213925,12.0299682282282,-2.81074962412369,-4.7213914633253,-13.9383150213088,-1.14071929856543,13.8244918320224,12.6627892319693,3.89395647176242,3.46533786409395,-5.90881782668259,5.48396839118719,6.10068357843556,1.88072563399867,-6.7287243211057,-2.06550662244487,-5.75876264297192,-11.98715154964,10.493738028939,-1.85235493874019,6.22745226697077,19.5096033571324,10.9479497071837,4.59438587746483,-8.47948965623195,10.4065069531579,7.6668992449796,-2.38777252468482,1.13827021727506,-4.58348185931455,4.16933257319694,-2.87306157711113,4.81659714107205,-6.38048648256387,-5.76682289554265,-8.28198786739279,12.1908664715254,..,..,..
Argentina,ARG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,7794.72245450293,8456.08349564816,8258.31179796595,8601.28108331001,8742.36494572655,8602.79259133479,8285.30496421894,8612.97573452422,5233.5001574978,8431.90127814688,8623.6046488192,7924.43625373916,7239.31210827253,7479.29136535287,5082.37950661883,6917.61852933848,7749.80584056792,7531.97820203384,7176.36402618349,6176.09980113816,6105.64783880791,6949.72262557596,7829.75135385913,8134.63846342563,8416.53117020588,7919.21367603245,8353.50085085665,8863.12150548933,9029.81250361552,8422.2213135345,8248.25977454648,7773.26207195462,6841.46936703873,7559.39523974588,7419.36840868356,7881.40603484504,9419.0370912084,10450.2285348549,10930.352358823,10003.5142611669,11044.5306683154,11891.303706736,11607.3664239998,11739.4896190141,11201.4122419505,11668.4363712122,11333.1950091813,11879.0693559856,11121.1269414726,10479.7912467694,9611.85620718382,10783.6247628366,..,..,..
Argentina,ARG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,1198.50298256961,1305.18069009907,1299.39775066718,1971.96644324083,2648.51669614368,1893.95270371403,1785.7857940804,1944.39799182956,1945.74187719791,2223.86594162059,2404.41303172113,2391.51787255383,2470.89455567895,3019.56471388369,2260.95768234999,2484.67287973919,3168.21181514082,3099.95638328893,3479.59494480442,1921.6102834084,3682.8700868946,5022.47844832387,6055.31341554925,6175.97567066052,6561.21005348244,6373.77448402385,6673.0112057081,7048.46252075139,7085.44992608178,6523.52890675623,6406.18525429777,5979.26376052811,1987.6868785557,2692.26640866572,3194.70823444257,3797.81840518292,4876.98577547155,6089.63514482018,7545.53378699695,6808.99587703843,8565.3662972312,10604.5815493984,10774.0929660292,10811.8698739139,10181.068967686,11668.4363712122,10789.0752361646,12508.8260126261,9844.1016409587,8237.6981192802,7241.03030233067,9092.08560830429,..,..,..
Argentina,ARG,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.14077315413792,6.13348626867557,7.23388385263442,9.63584131890906,8.83293017107181,7.83072712069961,9.12728844203719,7.86891478717267,8.10825344192929,4.55551094634585,4.64489369299442,4.82827884959699,5.7194235698556,8.67612384536744,1.40010365070198,1.57821616426443,10.0596190484387,12.2253775088312,11.1424570710166,8.56461933000759,7.72239503413403,7.6107560055571,5.98508033301374,4.89063027362674,5.12761745464701,5.65055592412062,5.67002182067662,5.6574283486926,2.23362970756825,3.61152408403267,7.95049431173226,11.7544674324012,..,..,..
Argentina,ARG,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8299256578.90556,11276866215.157,16242281374.6437,22523168446.4712,22412965243.422,19840156595.8334,24337704766.949,22555552119.1614,23638980579.6919,12575910723.3591,12850375650.7287,12600357773.5723,5305554014.22747,10624082995.4705,2049213941.25387,2780080927.77127,22623829396.641,34230349386.3627,39290028580.9156,27641823084.6028,31599458896.2747,39196120334.4232,31904883701.9809,26418487752.9677,26434521184.7628,32977517501.9592,30915834658.8448,35483431846.3074,11304263719.818,15535574715.83,29856951230.7239,56117225677.7294,..,..,..
Argentina,ARG,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.84167824329362,5.8551030987333,6.97375197450532,9.39989478539521,8.61343078443286,7.60502733609267,8.9165192109832,7.68252969462637,7.9345726143462,4.38368740258517,4.48235263703605,4.6615185282777,5.53943378595292,8.52426184185613,1.26437318720208,1.4606771130739,9.9631772378785,12.1317199202805,11.0469230408551,8.45315968810014,7.61433480801507,7.4998720181319,5.86628944339891,4.76522828379211,4.99136213838656,5.51200267673124,5.52448722986244,5.51829240856399,2.08995444823246,3.46314779739905,7.79059616219267,11.6126668929053,..,..,..
Argentina,ARG,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7895029725.99388,10765038255.2538,15658205759.779,21971658376.638,21856000337.2799,19268317097.2496,23775693458.5605,22021295645.0647,23132627671.5464,12101575885.411,12400696117.5068,12165163416.2219,5138588670.80757,10438125008.0192,1850556679.04519,2573031930.37653,22406934198.2929,33968113559.5788,38953160801.0738,27282093412.5689,31157284589.1492,38625057208.6174,31271640820.1585,25741084075.4685,25732081099.0737,32168899340.8271,30122306258.2403,34610770215.5037,10577131995.145,14897309309.4755,29256476459.5336,55440253035.4655,..,..,..
Argentina,ARG,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.899472650706913,0.737939507737599,0.64393185317593,0.66143753042321,0.645839759046554,0.681143701882455,0.731551556089823,0.728456118461291,0.77902876588542,0.864918585224977,0.887435875993036,0.931486833833473,2.55201409240637,2.190659000838,2.13115157269189,1.92822848289358,1.68909620398757,1.49749033726097,1.27279581740565,1.33978143112136,1.16787431954557,1.02306573975334,1.03723500072162,1.09659075779391,1.1730145413885,1.10553903942945,1.20633686543403,1.06977448340199,1.36945334692393,1.59355349987407,1.7000323641686,1.57478771179578,..,..,..
Argentina,ARG,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1215637530.73907,1356756131.68571,1445823925.07868,1546068311.16088,1638774879.0019,1725765372.91038,1950665403.74858,2088055391.48293,2271197613.6016,2387688019.82318,2455144321.09474,2430900893.11091,2367344968.76467,2682504705.38226,3119187291.23785,3396639415.47338,3798734740.30407,4192886265.48481,4488075091.94876,4324068573.75875,4778853761.47861,5268886273.0743,5529226046.82631,5923626993.64566,6047268154.97273,6452096662.95937,6577560414.07564,6709633358.67709,6930719865.14242,6854936831.35632,6384229885.27047,7518223851.95938,..,..,..
Argentina,ARG,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,..,..,..,..,..,..,..,..,..,..,5.69316219227472,5.62436115934487,6.06960480669939,5.97556278715302,5.92075387143141,6.19164072856436,6.49417006122228,6.33866502165286,6.81056434832254,6.64627626639975,6.96494896508902,7.35551244043032,7.45259110503904,6.97633060530462,6.75526208071924,7.27806419450485,6.9560107610817,7.1119116587213,7.37622097481258,9.00372955674097,8.66395168096874,8.37105982445315,8.29518677668585,8.92740371097111,9.67857341781001,10.7476598618817,9.82901914861322,10.4251086149558,10.9470321150757,11.9106955990015,11.8652501366572,12.2030475403582,13.8015540821349,11.7090514769388,11.3498942638358,10.573120124892,9.30867337236842,9.03276389280583,9.40742184215589,11.2885078777906,10.998988137821,10.9540146351983,11.8585729314784,12.2334366329923,12.6718118006296,12.2333036985,12.4699198845888,10.9225676670008,11.5773549756198,12.2085351103144,11.8818844180675,11.6528913345903,..,..,..
Argentina,ARG,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,..,..,..,..,..,..,..,..,..,..,1730511684.0398,1891731389.2396,2075774509.24483,3150449397.94177,4303197407.83302,3290739990.42909,3324041129.14177,3571153368.13618,3930817609.23324,4561084526.18783,5313320946.55042,5652130778.57871,5905718573.18595,6841839106.4215,5066230520.13659,6089738416.98681,7367961064.45738,7534562468.53776,8904272136.75327,6322370503.49508,11709333040.4409,15390809987.061,18625230986.1304,20867240432.579,24558728011.8803,27230581708.667,26208853561.1399,29882656893.9175,31915218416.2568,32880580525.506,32825922727.9775,31846289273.3006,12802844511.9859,14337962079.1899,16611885516.8676,18624907203.3468,20934971520.4378,25291216058.72,33172025765.5264,36433018867.9566,45007031112.1635,56414221592.8046,63214922640.7733,66083281250.7307,65327275378.0595,71395450685.1198,67992327640.6339,68506424034.2116,58592287422.9834,52517055116.891,44620727930.8203,55632289304.6357,..,..,..
Argentina,ARG,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..,1.4,2.2587129,1.8,1.7,1.8,1.7,1,1.5,1.6,2,2.2,1.8973854,1.5,1.5,2.4,1.3,1.2,1.2,1.161534,1.1,1,2.1010855,3.1,3.6,4.1,3.4713688,3.5,3.1765508,3.94959729247417,4.44,4.6,4.92,4.3,3.74,3.3,3.48999999999999,3.68,3.86,4.25,4.81,4.52,4.86282750838924,5.20565501677847,5.23053907030045,5.09195199193834,5.25217630361376,5.05761305212922,4.98673995645437,4.9287630963461,4.83027517380104,5.03900899926811,5.03900899926811,..,..,..
Argentina,ARG,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,..,..,..,..,..,..,..,..,..,..,425548451.955787,759709053.375958,615591003.967279,896277751.112494,1308238022.09951,903517860.447078,511850028.226107,845088048.335997,923463585.851333,1372523302.78427,1678304628.0744,1457990929.25448,1188657439.39571,1471082613.52017,1799923245.46989,1087742527.47869,1271066647.39747,1271314295.8065,1402156316.54858,772414087.964,1351500270.50147,3863000429.48045,6960447981.62728,8414771863.06307,10403473787.1,8795160338.5379,9332669524.5,9105303471.49784,11514742892.914,12257032036.44,12726174569.4,12839722430.52,3988842928.40618,4579703000.00678,4829932414.46608,6147752543.41906,8276227139.29315,10807776572.6183,14986157936.6764,15524002166.8099,18495499593.0454,25044026118.456,27749973043.2723,28254626630.7062,26250654225.5219,30652512478.7175,27576671454.3937,31276869360.7932,24944169422.8991,20778236310.9186,18923282005.2854,24056828336.1412,..,..,..
Argentina,ARG,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,..,..,..,..,..,..,..,..,..,..,0.143853940940776,0.238143020999069,0.281703246893636,0.31406133434795,1.25964420712579,1.58923095676624,1.79194791016262,1.4917284842742,1.71085881810245,3.99219921421952,4.70919459605557,4.04471553409275,2.35179804082207,2.52170667010329,3.20224632028529,2.62848410391829,0.879371072257454,1.32207789503911,0.935093731006561,2.54564467804664,2.04830092763689,0.845188651484706,0.832725151044996,0.832650578624998,0.815885240035994,1.02380923304782,1.29190667117826,1.17733159951021,0.645917642300045,1.12636404695564,1.96164397162512,1.59143801206174,4.58849259620455,3.69534078181143,3.77456577456402,4.73733385917665,4.43304574156047,3.68012829441602,3.90025852195615,2.3271004880213,2.2420493502156,2.78035078493933,2.64833137424172,2.38630562435735,2.21103916447582,0.78997913166528,0.568187363007616,0.676135028048864,1.43730115442118,1.53656088925892,0.805650721774117,1.59471633197215,..,..,..
